country,siffra,cowcode,ccode_qog,year,fhadd,revpol2,fhpol,ifhpol,regime1ny,regime1nyrobust,regimeny,regimenyrobust,mon,monrobust,mil,milrobust,mul,mulrobust,onep,oneprobust,nop,noprobust,partsz,partsz1,yrindep,yrterm,regstart,regstartrobust,lagregime1ny,lagregime1nyrobust,lagregimeny,lagregimenyrobust,regnumb1ny,regnumb1nyrobust,regnumbny2,regnumbny2robust,totdur1ny,totdur1nyrobust,totdurny2,totdurny2robust,persagg1ny,persagg1nyrobust,persaggny2,persaggny2robust,tenure1ny,tenure1nyrobust,tenureny2,tenureny2robust,chaexerv
Afghanistan,1,700,4,1972,4.166666508,1.5,2.833333254,2.833333254,Monarchy,1,no-party monarchy,23,1,1,0,0,0,0,0,0,1,1,,,1919,2005,1965,1965,Monarchy,,no-party monarchy,,1,1,1,1,8,8,8,8,0,0,0,0,1,1,1,1,0
Afghanistan,1,700,4,1973,0.8333333135,1.5,1.166666627,1.166666627,Military,2,military trad,4,0,0,1,1,0,0,0,0,0,0,,,1919,2010,,,Monarchy,Monarchy,no-party monarchy,23,2,2,2,2,5,5,5,5,0.200000003,0.200000003,0.200000003,0.200000003,5,5,5,5,1
Afghanistan,1,700,4,1974,0.8333333135,1.5,1.166666627,1.166666627,Military,2,military trad,4,0,0,1,1,0,0,0,0,0,0,,,1919,2010,,,Monarchy,Monarchy,no-party monarchy,23,2,2,2,2,5,5,5,5,0.200000003,0.200000003,0.200000003,0.200000003,5,5,5,5,0
Afghanistan,1,700,4,1975,0.8333333135,1.5,1.166666627,1.166666627,Military,2,military trad,4,0,0,1,1,0,0,0,0,0,0,,,1919,2010,,,Monarchy,Monarchy,no-party monarchy,23,2,2,2,2,5,5,5,5,0.200000003,0.200000003,0.200000003,0.200000003,5,5,5,5,0
Afghanistan,1,700,4,1976,0.8333333135,1.5,1.166666627,1.166666627,Military,2,military trad,4,0,0,1,1,0,0,0,0,0,0,,,1919,2010,,,Monarchy,Monarchy,no-party monarchy,23,2,2,2,2,5,5,5,5,0.200000003,0.200000003,0.200000003,0.200000003,5,5,5,5,0
Afghanistan,1,700,4,1977,1.666666627,1.5,1.583333254,1.583333254,Military,2,military trad,4,0,0,1,1,0,0,0,0,0,0,,,1919,2010,,,Monarchy,Monarchy,no-party monarchy,23,2,2,2,2,5,5,5,5,0.200000003,0.200000003,0.200000003,0.200000003,5,5,5,5,0
Afghanistan,1,700,4,1978,0,5,2.5,2.5,Other,99,civil war,19,0,0,0,0,0,0,0,0,0,0,,,1919,2010,,,Military,Military,military trad,4,3,3,3,3,26,26,1,1,0.3076923192,0.3076923192,1,1,3.249999762,3.249999762,1,1,1
Afghanistan,1,700,4,1979,0,,,0.2642714679,Other,99,occupation,20,0,0,0,0,0,0,0,0,0,0,,,1919,2010,,,Military,Military,civil war,19,3,3,4,4,26,26,11,11,0.3076923192,0.3076923192,0.4545454681,0.4545454681,3.249999762,3.249999762,2.200000048,2.200000048,2
Afghanistan,1,700,4,1980,0,,,0.2642714679,Other,99,occupation,20,0,0,0,0,0,0,0,0,0,0,1,1,1919,2010,,,Military,Military,civil war,19,3,3,4,4,26,26,11,11,0.3076923192,0.3076923192,0.4545454681,0.4545454681,3.249999762,3.249999762,2.200000048,2.200000048,0
Afghanistan,1,700,4,1981,0,,,0.2642714679,Other,99,occupation,20,0,0,0,0,0,0,0,0,0,0,1,1,1919,2010,,,Military,Military,civil war,19,3,3,4,4,26,26,11,11,0.3076923192,0.3076923192,0.4545454681,0.4545454681,3.249999762,3.249999762,2.200000048,2.200000048,0
Afghanistan,1,700,4,1982,0,,,0.2642714679,Other,99,occupation,20,0,0,0,0,0,0,0,0,0,0,1,1,1919,2010,,,Military,Military,civil war,19,3,3,4,4,26,26,11,11,0.3076923192,0.3076923192,0.4545454681,0.4545454681,3.249999762,3.249999762,2.200000048,2.200000048,0
Afghanistan,1,700,4,1983,0,,,0.2642714679,Other,99,occupation,20,0,0,0,0,0,0,0,0,0,0,1,1,1919,2010,,,Military,Military,civil war,19,3,3,4,4,26,26,11,11,0.3076923192,0.3076923192,0.4545454681,0.4545454681,3.249999762,3.249999762,2.200000048,2.200000048,0
Afghanistan,1,700,4,1984,0,,,0.2642714679,Other,99,occupation,20,0,0,0,0,0,0,0,0,0,0,1,1,1919,2010,,,Military,Military,civil war,19,3,3,4,4,26,26,11,11,0.3076923192,0.3076923192,0.4545454681,0.4545454681,3.249999762,3.249999762,2.200000048,2.200000048,0
Afghanistan,1,700,4,1985,0,,,0.2642714679,Other,99,occupation,20,0,0,0,0,0,0,0,0,0,0,1,1,1919,2010,,,Military,Military,civil war,19,3,3,4,4,26,26,11,11,0.3076923192,0.3076923192,0.4545454681,0.4545454681,3.249999762,3.249999762,2.200000048,2.200000048,0
Afghanistan,1,700,4,1986,0,,,0.2642714679,Other,99,occupation,20,0,0,0,0,0,0,0,0,0,0,1,1,1919,2010,,,Military,Military,civil war,19,3,3,4,4,26,26,11,11,0.3076923192,0.3076923192,0.4545454681,0.4545454681,3.249999762,3.249999762,2.200000048,2.200000048,1
Afghanistan,1,700,4,1987,0,,,0.2642714679,Other,99,occupation,20,0,0,0,0,0,0,0,0,0,0,1,1,1919,2010,,,Military,Military,civil war,19,3,3,4,4,26,26,11,11,0.3076923192,0.3076923192,0.4545454681,0.4545454681,3.249999762,3.249999762,2.200000048,2.200000048,2
Afghanistan,1,700,4,1988,1.666666627,,,1.928679585,Other,99,occupation,20,0,0,0,0,0,0,0,0,0,0,0.2391304374,0.2391304374,1919,2010,,,Military,Military,civil war,19,3,3,4,4,26,26,11,11,0.3076923192,0.3076923192,0.4545454681,0.4545454681,3.249999762,3.249999762,2.200000048,2.200000048,0
Afghanistan,1,700,4,1989,0,1,0.5,0.5,Other,99,occupation,20,0,0,0,0,0,0,0,0,0,0,0.2391304374,0.2391304374,1919,2010,,,Military,Military,civil war,19,3,3,4,4,26,26,11,11,0.3076923192,0.3076923192,0.4545454681,0.4545454681,3.249999762,3.249999762,2.200000048,2.200000048,0
Afghanistan,1,700,4,1990,0,1,0.5,0.5,Other,99,civil war,19,0,0,0,0,0,0,0,0,0,0,0.2391304374,0.2391304374,1919,2010,,,Military,Military,occupation,20,3,3,5,5,26,26,6,6,0.3076923192,0.3076923192,0,0,3.249999762,3.249999762,6,6,0
Afghanistan,1,700,4,1991,0,1,0.5,0.5,Other,99,civil war,19,0,0,0,0,0,0,0,0,0,0,0.2391304374,0.2391304374,1919,2010,,,Military,Military,occupation,20,3,3,5,5,26,26,6,6,0.3076923192,0.3076923192,0,0,3.249999762,3.249999762,6,6,0
Afghanistan,1,700,4,1992,1.666666627,5,3.333333254,3.333333254,Other,99,civil war,19,0,0,0,0,0,0,0,0,0,0,0.600985229,0.600985229,1919,2010,,,Military,Military,occupation,20,3,3,5,5,26,26,6,6,0.3076923192,0.3076923192,0,0,3.249999762,3.249999762,6,6,0
Afghanistan,1,700,4,1993,0,5,2.5,2.5,Other,99,civil war,19,0,0,0,0,0,0,0,0,0,0,0.600985229,0.600985229,1919,2010,,,Military,Military,occupation,20,3,3,5,5,26,26,6,6,0.3076923192,0.3076923192,0,0,3.249999762,3.249999762,6,6,0
Afghanistan,1,700,4,1994,0,5,2.5,2.5,Other,99,civil war,19,0,0,0,0,0,0,0,0,0,0,0.600985229,0.600985229,1919,2010,,,Military,Military,occupation,20,3,3,5,5,26,26,6,6,0.3076923192,0.3076923192,0,0,3.249999762,3.249999762,6,6,0
Afghanistan,1,700,4,1995,0,5,2.5,2.5,Other,99,civil war,19,0,0,0,0,0,0,0,0,0,0,0.600985229,0.600985229,1919,2010,,,Military,Military,occupation,20,3,3,5,5,26,26,6,6,0.3076923192,0.3076923192,0,0,3.249999762,3.249999762,6,6,0
Afghanistan,1,700,4,1996,0,1.5,0.75,0.75,Other,99,theocracy,21,0,0,0,0,0,0,0,0,0,0,,,1919,2010,,,Military,Military,civil war,19,3,3,6,6,26,26,5,5,0.3076923192,0.3076923192,0.200000003,0.200000003,3.249999762,3.249999762,5,5,1
Afghanistan,1,700,4,1997,0,1.5,0.75,0.75,Other,99,theocracy,21,0,0,0,0,0,0,0,0,0,0,,,1919,2010,,,Military,Military,civil war,19,3,3,6,6,26,26,5,5,0.3076923192,0.3076923192,0.200000003,0.200000003,3.249999762,3.249999762,5,5,0
Afghanistan,1,700,4,1998,0,1.5,0.75,0.75,Other,99,theocracy,21,0,0,0,0,0,0,0,0,0,0,,,1919,2010,,,Military,Military,civil war,19,3,3,6,6,26,26,5,5,0.3076923192,0.3076923192,0.200000003,0.200000003,3.249999762,3.249999762,5,5,0
Afghanistan,1,700,4,1999,0,1.5,0.75,0.75,Other,99,theocracy,21,0,0,0,0,0,0,0,0,0,0,,,1919,2010,,,Military,Military,civil war,19,3,3,6,6,26,26,5,5,0.3076923192,0.3076923192,0.200000003,0.200000003,3.249999762,3.249999762,5,5,0
Afghanistan,1,700,4,2000,0,1.5,0.75,0.75,Other,99,theocracy,21,0,0,0,0,0,0,0,0,0,0,,,1919,2010,,,Military,Military,civil war,19,3,3,6,6,26,26,5,5,0.3076923192,0.3076923192,0.200000003,0.200000003,3.249999762,3.249999762,5,5,0
Afghanistan,1,700,4,2001,0,,,0.2642714679,Other,99,occupation,20,0,0,0,0,0,0,0,0,0,0,,,1919,2010,,,Military,Military,theocracy,21,3,3,7,7,26,26,3,3,0.3076923192,0.3076923192,0.3333333433,0.3333333433,3.249999762,3.249999762,3,3,1
Afghanistan,1,700,4,2002,1.666666627,,,1.928679585,Other,99,occupation,20,0,0,0,0,0,0,0,0,0,0,,,1919,2010,,,Military,Military,theocracy,21,3,3,7,7,26,26,3,3,0.3076923192,0.3076923192,0.3333333433,0.3333333433,3.249999762,3.249999762,3,3,0
Afghanistan,1,700,4,2003,1.666666627,,,1.928679585,Other,99,occupation,20,0,0,0,0,0,0,0,0,0,0,,,1919,2010,,,Military,Military,theocracy,21,3,3,7,7,26,26,3,3,0.3076923192,0.3076923192,0.3333333433,0.3333333433,3.249999762,3.249999762,3,3,0
Afghanistan,1,700,4,2004,2.5,,,2.760883808,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,,,1919,2010,,,Other,Other,occupation,20,4,4,8,8,11,11,11,11,0,0,0,0,11,11,11,11,0
Afghanistan,1,700,4,2005,3.333333254,,,3.593087912,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,,,1919,2010,,,Other,Other,occupation,20,4,4,8,8,11,11,11,11,0,0,0,0,11,11,11,11,0
Afghanistan,1,700,4,2006,3.333333254,,,3.593087912,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,,,1919,2010,,,Other,Other,occupation,20,4,4,8,8,11,11,11,11,0,0,0,0,11,11,11,11,0
Afghanistan,1,700,4,2007,3.333333254,,,3.593087912,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,,,1919,2010,,,Other,Other,occupation,20,4,4,8,8,11,11,11,11,0,0,0,0,11,11,11,11,0
Afghanistan,1,700,4,2008,2.5,,,2.760883808,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,,,1919,2010,,,Other,Other,occupation,20,4,4,8,8,11,11,11,11,0,0,0,0,11,11,11,11,0
Afghanistan,1,700,4,2009,1.666666627,,,1.928679585,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,,,1919,2010,,,Other,Other,occupation,20,4,4,8,8,11,11,11,11,0,0,0,0,11,11,11,11,0
Afghanistan,1,700,4,2010,1.666666627,,,1.928679585,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,,,1919,2010,,,Other,Other,occupation,20,4,4,8,8,11,11,11,11,0,0,0,0,11,11,11,11,0
Afghanistan,1,700,4,2011,1.666666627,,,2.018880844,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,,,,,,,Other,Other,occupation,20,4,4,8,8,11,11,11,11,0,0,0,0,11,11,11,11,
Afghanistan,1,700,4,2012,1.666666627,,,2.018880844,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,,,,,,,Other,Other,occupation,20,4,4,8,8,11,11,11,11,0,0,0,0,11,11,11,11,
Afghanistan,1,700,4,2013,1.666666627,,,2.018880844,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,,,,,,,Other,Other,occupation,20,4,4,8,8,11,11,11,11,0,0,0,0,11,11,11,11,
Afghanistan,1,700,4,2014,1.666666627,4.5,3.083333254,3.083333254,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,,,,,,,Other,Other,occupation,20,4,4,8,8,11,11,11,11,0,0,0,0,11,11,11,11,
Albania,3,339,8,1972,0,0.5,0.25,0.25,One-party,3,one-party,8,0,0,0,0,0,0,1,1,0,0,,0,1912,2005,1960,1960,One-party,,one-party,,1,1,1,1,31,31,31,31,0.05263157934,0.05263157934,0.05263157934,0.05263157934,19,19,19,19,0
Albania,3,339,8,1973,0,0.5,0.25,0.25,One-party,3,one-party,8,0,0,0,0,0,0,1,1,0,0,,0,1912,2010,1960,1960,One-party,,one-party,,1,1,1,1,31,31,31,31,0.05263157934,0.05263157934,0.05263157934,0.05263157934,19,19,19,19,0
Albania,3,339,8,1974,0,0.5,0.25,0.25,One-party,3,one-party,8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,One-party,,one-party,,1,1,1,1,31,31,31,31,0.05263157934,0.05263157934,0.05263157934,0.05263157934,19,19,19,19,0
Albania,3,339,8,1975,0,0.5,0.25,0.25,One-party,3,one-party,8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,One-party,,one-party,,1,1,1,1,31,31,31,31,0.05263157934,0.05263157934,0.05263157934,0.05263157934,19,19,19,19,0
Albania,3,339,8,1976,0,0.5,0.25,0.25,One-party,3,one-party,8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,One-party,,one-party,,1,1,1,1,31,31,31,31,0.05263157934,0.05263157934,0.05263157934,0.05263157934,19,19,19,19,0
Albania,3,339,8,1977,0,0.5,0.25,0.25,One-party,3,one-party,8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,One-party,,one-party,,1,1,1,1,31,31,31,31,0.05263157934,0.05263157934,0.05263157934,0.05263157934,19,19,19,19,0
Albania,3,339,8,1978,0,0.5,0.25,0.25,One-party,3,one-party,8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,One-party,,one-party,,1,1,1,1,31,31,31,31,0.05263157934,0.05263157934,0.05263157934,0.05263157934,19,19,19,19,0
Albania,3,339,8,1979,0,0.5,0.25,0.25,One-party,3,one-party,8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,One-party,,one-party,,1,1,1,1,31,31,31,31,0.05263157934,0.05263157934,0.05263157934,0.05263157934,19,19,19,19,0
Albania,3,339,8,1980,0,0.5,0.25,0.25,One-party,3,one-party,8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,One-party,,one-party,,1,1,1,1,31,31,31,31,0.05263157934,0.05263157934,0.05263157934,0.05263157934,19,19,19,19,0
Albania,3,339,8,1981,0,0.5,0.25,0.25,One-party,3,one-party,8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,One-party,,one-party,,1,1,1,1,31,31,31,31,0.05263157934,0.05263157934,0.05263157934,0.05263157934,19,19,19,19,0
Albania,3,339,8,1982,0,0.5,0.25,0.25,One-party,3,one-party,8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,One-party,,one-party,,1,1,1,1,31,31,31,31,0.05263157934,0.05263157934,0.05263157934,0.05263157934,19,19,19,19,0
Albania,3,339,8,1983,0,0.5,0.25,0.25,One-party,3,one-party,8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,One-party,,one-party,,1,1,1,1,31,31,31,31,0.05263157934,0.05263157934,0.05263157934,0.05263157934,19,19,19,19,0
Albania,3,339,8,1984,0,0.5,0.25,0.25,One-party,3,one-party,8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,One-party,,one-party,,1,1,1,1,31,31,31,31,0.05263157934,0.05263157934,0.05263157934,0.05263157934,19,19,19,19,0
Albania,3,339,8,1985,0,0.5,0.25,0.25,One-party,3,one-party,8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,One-party,,one-party,,1,1,1,1,31,31,31,31,0.05263157934,0.05263157934,0.05263157934,0.05263157934,19,19,19,19,1
Albania,3,339,8,1986,0,0.5,0.25,0.25,One-party,3,one-party,8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,One-party,,one-party,,1,1,1,1,31,31,31,31,0.05263157934,0.05263157934,0.05263157934,0.05263157934,19,19,19,19,0
Albania,3,339,8,1987,0,0.5,0.25,0.25,One-party,3,one-party,8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,One-party,,one-party,,1,1,1,1,31,31,31,31,0.05263157934,0.05263157934,0.05263157934,0.05263157934,19,19,19,19,0
Albania,3,339,8,1988,0,0.5,0.25,0.25,One-party,3,one-party,8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,One-party,,one-party,,1,1,1,1,31,31,31,31,0.05263157934,0.05263157934,0.05263157934,0.05263157934,19,19,19,19,0
Albania,3,339,8,1989,0,0.5,0.25,0.25,One-party,3,one-party,8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,One-party,,one-party,,1,1,1,1,31,31,31,31,0.05263157934,0.05263157934,0.05263157934,0.05263157934,19,19,19,19,0
Albania,3,339,8,1990,0.8333333135,5.5,3.166666746,3.166666746,One-party,3,one-party,8,0,0,0,0,0,0,1,1,0,0,1,0,1912,2010,1960,1960,One-party,,one-party,,1,1,1,1,31,31,31,31,0.05263157934,0.05263157934,0.05263157934,0.05263157934,19,19,19,19,0
Albania,3,339,8,1991,5,5.5,5.25,5.25,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.6913580298,0.6913580298,1912,2010,,,One-party,One-party,one-party,8,2,2,2,2,2,11,2,11,1,0.4545454681,1,0.4545454681,1,2.200000048,1,2.200000048,1
Albania,3,339,8,1992,5.833333015,7.5,6.666666508,6.666666508,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.6571428776,0.6571428776,1912,2010,,,One-party,One-party,one-party,8,2,2,2,2,2,11,2,11,1,0.4545454681,1,0.4545454681,1,2.200000048,1,2.200000048,1
Albania,3,339,8,1993,6.666666508,7.5,7.083333015,7.083333015,Democracy,4,democracy,1,0,0,0,0,0,1,0,0,0,0,0.6571428776,0.6571428776,1912,2010,,,Multi-party,One-party,limited multiparty,8,3,2,3,2,1,11,1,11,0,0.4545454681,0,0.4545454681,1,2.200000048,1,2.200000048,0
Albania,3,339,8,1994,5.833333015,7.5,6.666666508,6.666666508,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.6571428776,0.6571428776,1912,2010,,,Democracy,One-party,democracy,8,4,2,4,2,8,11,8,11,0.375,0.4545454681,0.375,0.4545454681,2.666666746,2.200000048,2.666666746,2.200000048,0
Albania,3,339,8,1995,5.833333015,7.5,6.666666508,6.666666508,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.6571428776,0.6571428776,1912,2010,,,Democracy,One-party,democracy,8,4,2,4,2,8,11,8,11,0.375,0.4545454681,0.375,0.4545454681,2.666666746,2.200000048,2.666666746,2.200000048,0
Albania,3,339,8,1996,5,5,5,5,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.8714285493,0.8714285493,1912,2010,,,Democracy,One-party,democracy,8,4,2,4,2,8,11,8,11,0.375,0.4545454681,0.375,0.4545454681,2.666666746,2.200000048,2.666666746,2.200000048,0
Albania,3,339,8,1997,5,7.5,6.25,6.25,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.6601307392,0.6601307392,1912,2010,,,Democracy,One-party,democracy,8,4,2,4,2,8,11,8,11,0.375,0.4545454681,0.375,0.4545454681,2.666666746,2.200000048,2.666666746,2.200000048,1
Albania,3,339,8,1998,4.166666508,7.5,5.833333015,5.833333015,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.6601307392,0.6601307392,1912,2010,,,Democracy,One-party,democracy,8,4,2,4,2,8,11,8,11,0.375,0.4545454681,0.375,0.4545454681,2.666666746,2.200000048,2.666666746,2.200000048,1
Albania,3,339,8,1999,4.166666508,7.5,5.833333015,5.833333015,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.6601307392,0.6601307392,1912,2010,,,Democracy,One-party,democracy,8,4,2,4,2,8,11,8,11,0.375,0.4545454681,0.375,0.4545454681,2.666666746,2.200000048,2.666666746,2.200000048,1
Albania,3,339,8,2000,4.166666508,7.5,5.833333015,5.833333015,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.6601307392,0.6601307392,1912,2010,,,Democracy,One-party,democracy,8,4,2,4,2,8,11,8,11,0.375,0.4545454681,0.375,0.4545454681,2.666666746,2.200000048,2.666666746,2.200000048,0
Albania,3,339,8,2001,5.833333015,7.5,6.666666508,6.666666508,Multi-party,4,limited multiparty,1,0,0,0,0,1,1,0,0,0,0,0.5214285851,0.5214285851,1912,2010,,,Democracy,One-party,democracy,8,4,2,4,2,8,11,8,11,0.375,0.4545454681,0.375,0.4545454681,2.666666746,2.200000048,2.666666746,2.200000048,0
Albania,3,339,8,2002,6.666666508,8.5,7.583333015,7.583333015,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,0.5214285851,0.5214285851,1912,2010,,,Multi-party,Multi-party,limited multiparty,1,5,3,5,3,13,13,13,13,0.3000000119,0.3000000119,0.3000000119,0.3000000119,3.333333254,3.333333254,3.333333254,3.333333254,1
Albania,3,339,8,2003,6.666666508,8.5,7.583333015,7.583333015,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,0.5214285851,0.5214285851,1912,2010,,,Multi-party,Multi-party,limited multiparty,1,5,3,5,3,13,13,13,13,0.3000000119,0.3000000119,0.3000000119,0.3000000119,3.333333254,3.333333254,3.333333254,3.333333254,0
Albania,3,339,8,2004,6.666666508,8.5,7.583333015,7.583333015,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,0.5214285851,0.5214285851,1912,2010,,,Multi-party,Multi-party,limited multiparty,1,5,3,5,3,13,13,13,13,0.3000000119,0.3000000119,0.3000000119,0.3000000119,3.333333254,3.333333254,3.333333254,3.333333254,0
Albania,3,339,8,2005,6.666666508,9.5,8.083333015,8.083333015,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,0.400000006,0.400000006,1912,2010,,,Multi-party,Multi-party,limited multiparty,1,5,3,5,3,13,13,13,13,0.3000000119,0.3000000119,0.3000000119,0.3000000119,3.333333254,3.333333254,3.333333254,3.333333254,1
Albania,3,339,8,2006,6.666666508,9.5,8.083333015,8.083333015,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,0.400000006,0.400000006,1912,2010,,,Multi-party,Multi-party,limited multiparty,1,5,3,5,3,13,13,13,13,0.3000000119,0.3000000119,0.3000000119,0.3000000119,3.333333254,3.333333254,3.333333254,3.333333254,0
Albania,3,339,8,2007,6.666666508,9.5,8.083333015,8.083333015,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,0.400000006,0.400000006,1912,2010,,,Multi-party,Multi-party,limited multiparty,1,5,3,5,3,13,13,13,13,0.3000000119,0.3000000119,0.3000000119,0.3000000119,3.333333254,3.333333254,3.333333254,3.333333254,0
Albania,3,339,8,2008,6.666666508,9.5,8.083333015,8.083333015,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,0.400000006,0.400000006,1912,2010,,,Multi-party,Multi-party,limited multiparty,1,5,3,5,3,13,13,13,13,0.3000000119,0.3000000119,0.3000000119,0.3000000119,3.333333254,3.333333254,3.333333254,3.333333254,0
Albania,3,339,8,2009,6.666666508,9.5,8.083333015,8.083333015,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,0.4857142866,0.4857142866,1912,2010,,,Multi-party,Multi-party,limited multiparty,1,5,3,5,3,13,13,13,13,0.3000000119,0.3000000119,0.3000000119,0.3000000119,3.333333254,3.333333254,3.333333254,3.333333254,0
Albania,3,339,8,2010,6.666666508,9.5,8.083333015,8.083333015,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,0.4857142866,0.4857142866,1912,2010,,,Multi-party,Multi-party,limited multiparty,1,5,3,5,3,13,13,13,13,0.3000000119,0.3000000119,0.3000000119,0.3000000119,3.333333254,3.333333254,3.333333254,3.333333254,0
Albania,3,339,8,2011,6.666666508,9.5,8.083333015,8.083333015,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,0.4857142866,0.4857142866,,,,,Multi-party,Multi-party,limited multiparty,1,5,3,5,3,13,13,13,13,0.3000000119,0.3000000119,0.3000000119,0.3000000119,3.333333254,3.333333254,3.333333254,3.333333254,
Albania,3,339,8,2012,6.666666508,9.5,8.083333015,8.083333015,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,0.4857142866,0.4857142866,,,,,Multi-party,Multi-party,limited multiparty,1,5,3,5,3,13,13,13,13,0.3000000119,0.3000000119,0.3000000119,0.3000000119,3.333333254,3.333333254,3.333333254,3.333333254,
Albania,3,339,8,2013,6.666666508,9.5,8.083333015,8.083333015,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,0.4714285731,0.4714285731,,,,,Multi-party,Multi-party,limited multiparty,1,5,3,5,3,13,13,13,13,0.3000000119,0.3000000119,0.3000000119,0.3000000119,3.333333254,3.333333254,3.333333254,3.333333254,1
Albania,3,339,8,2014,6.666666508,9.5,8.083333015,8.083333015,Democracy,100,democracy,100,0,0,0,0,0,0,0,0,0,0,,,,,,,Multi-party,Multi-party,limited multiparty,1,5,3,5,3,13,13,13,13,0.3000000119,0.3000000119,0.3000000119,0.3000000119,3.333333254,3.333333254,3.333333254,3.333333254,
Algeria,46,615,12,1972,1.666666627,0.5,1.083333254,1.083333254,Military,2,military trad,4,0,0,1,1,0,0,0,0,0,0,,,1962,2005,1962,1962,Military,,military trad,,1,1,1,1,47,47,15,15,0.1621621549,0.1621621549,0,0,6.166666985,6.166666985,5,5,0
Algeria,46,615,12,1973,1.666666627,0.5,1.083333254,1.083333254,Military,2,military trad,4,0,0,1,1,0,0,0,0,0,0,,,1962,2010,1962,1962,Military,,military trad,,1,1,1,1,47,47,15,15,0.1621621549,0.1621621549,0,0,6.166666985,6.166666985,5,5,0
Algeria,46,615,12,1974,1.666666627,0.5,1.083333254,1.083333254,Military,2,military trad,4,0,0,1,1,0,0,0,0,0,0,,,1962,2010,1962,1962,Military,,military trad,,1,1,1,1,47,47,15,15,0.1621621549,0.1621621549,0,0,6.166666985,6.166666985,5,5,0
Algeria,46,615,12,1975,0.8333333135,0.5,0.6666666269,0.6666666269,Military,2,military trad,4,0,0,1,1,0,0,0,0,0,0,,,1962,2010,1962,1962,Military,,military trad,,1,1,1,1,47,47,15,15,0.1621621549,0.1621621549,0,0,6.166666985,6.166666985,5,5,0
Algeria,46,615,12,1976,1.666666627,0.5,1.083333254,1.083333254,Military,2,military trad,4,0,0,1,1,0,0,0,0,0,0,,,1962,2010,1962,1962,Military,,military trad,,1,1,1,1,47,47,15,15,0.1621621549,0.1621621549,0,0,6.166666985,6.166666985,5,5,0
